sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,configurable_variations,configurable_variation_prices,configurable_variation_labels,additional_images,related_skus,crosssell_skus,upsell_skus
MH01-L-Gray,,Default,simple,"Default Category/Men/Tops/Hoodies & Sweatshirts,Default Category/Collections/Eco Friendly,Default Category",base,Chaz Kangeroo Hoodie-L-Gray,"<p>Ideal for cold-weather training or work outdoors, the Chaz Hoodie promises superior warmth with every wear. Thick material blocks out the wind as ribbed cuffs and bottom band seal in body heat.</p>
<p>&bull; Two-tone gray heather hoodie.<br />&bull; Drawstring-adjustable hood. <br />&bull; Machine wash/dry.</p>","Si lo que buscás es algo que combine con todo, que te haga lucir bien y te ofrezca comodidad para elegirla diariamente, te presentamos lo que buscas: Las Zapatillas adidas 8K",1,1,Taxable Goods,Not Visible Individually,52,,,,chaz-kangeroo-hoodie-l-gray,,,,/m/h/mh01-gray_main.jpg,,/m/h/mh01-gray_main.jpg,,/m/h/mh01-gray_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=L,color=Gray",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,"/m/h/mh01-gray_alt1.jpg,/m/h/mh01-gray_back.jpg","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange"
MH01-L-Orange,,Default,simple,"Default Category/Men/Tops/Hoodies & Sweatshirts,Default Category/Collections/Eco Friendly,Default Category,Default Category/Destacado Home 1,Default Category/Destacado Home 2,Default Category/Destacado Home 3,Default Category/Destacado Home 4,Default Category/Destacado Home 5",base,Chaz Kangeroo Hoodie-L-Orange,"<p>Ideal for cold-weather training or work outdoors, the Chaz Hoodie promises superior warmth with every wear. Thick material blocks out the wind as ribbed cuffs and bottom band seal in body heat.</p>
<p>&bull; Two-tone gray heather hoodie.<br />&bull; Drawstring-adjustable hood. <br />&bull; Machine wash/dry.</p>","Si lo que buscás es algo que combine con todo, que te haga lucir bien y te ofrezca comodidad para elegirla diariamente, te presentamos lo que buscas: Las Zapatillas adidas 8K",1,1,Taxable Goods,Not Visible Individually,52,,,,chaz-kangeroo-hoodie-l-orange,,,,/m/h/mh01-orange_main.jpg,,/m/h/mh01-orange_main.jpg,,/m/h/mh01-orange_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=L,color=Orange",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,,"24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange"
MH01-XL-Black,,Default,simple,"Default Category/Men/Tops/Hoodies & Sweatshirts,Default Category/Collections/Eco Friendly,Default Category",base,Chaz Kangeroo Hoodie-XL-Black,"<p>Ideal for cold-weather training or work outdoors, the Chaz Hoodie promises superior warmth with every wear. Thick material blocks out the wind as ribbed cuffs and bottom band seal in body heat.</p>
<p>&bull; Two-tone gray heather hoodie.<br />&bull; Drawstring-adjustable hood. <br />&bull; Machine wash/dry.</p>","Si lo que buscás es algo que combine con todo, que te haga lucir bien y te ofrezca comodidad para elegirla diariamente, te presentamos lo que buscas: Las Zapatillas adidas 8K",1,1,Taxable Goods,Not Visible Individually,52,,,,chaz-kangeroo-hoodie-xl-black,,,,/m/h/mh01-black_main.jpg,,/m/h/mh01-black_main.jpg,,/m/h/mh01-black_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=XL,color=Black",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,,"24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange"
MH01-XL-Gray,,Default,simple,"Default Category/Men/Tops/Hoodies & Sweatshirts,Default Category/Collections/Eco Friendly,Default Category,Default Category/Destacado Home 1,Default Category/Destacado Home 2,Default Category/Destacado Home 3,Default Category/Destacado Home 4,Default Category/Destacado Home 5",base,Chaz Kangeroo Hoodie-XL-Gray,"<p>Ideal for cold-weather training or work outdoors, the Chaz Hoodie promises superior warmth with every wear. Thick material blocks out the wind as ribbed cuffs and bottom band seal in body heat.</p>
<p>&bull; Two-tone gray heather hoodie.<br />&bull; Drawstring-adjustable hood. <br />&bull; Machine wash/dry.</p>","Si lo que buscás es algo que combine con todo, que te haga lucir bien y te ofrezca comodidad para elegirla diariamente, te presentamos lo que buscas: Las Zapatillas adidas 8K",1,1,Taxable Goods,Not Visible Individually,52,,,,chaz-kangeroo-hoodie-xl-gray,,,,/m/h/mh01-gray_main.jpg,,/m/h/mh01-gray_main.jpg,,/m/h/mh01-gray_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=XL,color=Gray",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,"/m/h/mh01-gray_alt1.jpg,/m/h/mh01-gray_back.jpg","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange"
MH01-XL-Orange,,Default,simple,"Default Category/Men/Tops/Hoodies & Sweatshirts,Default Category/Collections/Eco Friendly,Default Category",base,Chaz Kangeroo Hoodie-XL-Orange,"<p>Ideal for cold-weather training or work outdoors, the Chaz Hoodie promises superior warmth with every wear. Thick material blocks out the wind as ribbed cuffs and bottom band seal in body heat.</p>
<p>&bull; Two-tone gray heather hoodie.<br />&bull; Drawstring-adjustable hood. <br />&bull; Machine wash/dry.</p>","Si lo que buscás es algo que combine con todo, que te haga lucir bien y te ofrezca comodidad para elegirla diariamente, te presentamos lo que buscas: Las Zapatillas adidas 8K",1,1,Taxable Goods,Not Visible Individually,52,,,,chaz-kangeroo-hoodie-xl-orange,,,,/m/h/mh01-orange_main.jpg,,/m/h/mh01-orange_main.jpg,,/m/h/mh01-orange_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=XL,color=Orange",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,,"24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange"
MH01,,Default,configurable,"Default Category/Men/Tops/Hoodies & Sweatshirts,Default Category/Collections/Eco Friendly,Default Category,Default Category/Destacado Home 1,Default Category/Destacado Home 2,Default Category/Destacado Home 3,Default Category/Destacado Home 4,Default Category/Destacado Home 5",base,Chaz Kangeroo Hoodie,"<p>Ideal for cold-weather training or work outdoors, the Chaz Hoodie promises superior warmth with every wear. Thick material blocks out the wind as ribbed cuffs and bottom band seal in body heat.</p>
<p>&bull; Two-tone gray heather hoodie.<br />&bull; Drawstring-adjustable hood. <br />&bull; Machine wash/dry.</p>","Si lo que buscás es algo que combine con todo, que te haga lucir bien y te ofrezca comodidad para elegirla diariamente, te presentamos lo que buscas: Las Zapatillas adidas 8K",,1,Taxable Goods,"Catalog, Search",52,,,,,,,,/m/h/mh01-gray_main.jpg,,/m/h/mh01-gray_main.jpg,,/m/h/mh01-gray_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=1,required_options=1,material=Wool,pattern=Color-Blocked,climate=All-weather|Cool|Indoor|Spring|Windy,eco_collection=Yes,performance_fabric=No,erin_recommends=No,new=No,sale=Yes",0,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,"sku=MH01-XS-Black,size=XS,color=Black|sku=MH01-XS-Gray,size=XS,color=Gray|sku=MH01-XS-Orange,size=XS,color=Orange|sku=MH01-S-Black,size=S,color=Black|sku=MH01-S-Gray,size=S,color=Gray|sku=MH01-S-Orange,size=S,color=Orange|sku=MH01-M-Black,size=M,color=Black|sku=MH01-M-Gray,size=M,color=Gray|sku=MH01-M-Orange,size=M,color=Orange|sku=MH01-L-Black,size=L,color=Black|sku=MH01-L-Gray,size=L,color=Gray|sku=MH01-L-Orange,size=L,color=Orange|sku=MH01-XL-Black,size=XL,color=Black|sku=MH01-XL-Gray,size=XL,color=Gray|sku=MH01-XL-Orange,size=XL,color=Orange",,,"/m/h/mh01-gray_alt1.jpg,/m/h/mh01-gray_back.jpg","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange"
MH02-XS-Black,,Default,simple,"Default Category/Men/Tops/Hoodies & Sweatshirts,Default Category/Destacado Home 1,Default Category/Destacado Home 2,Default Category/Destacado Home 3,Default Category/Destacado Home 4,Default Category/Destacado Home 5",base,Teton Pullover Hoodie-XS-Black,"<p>This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.</p>
<p>&bull; Black pullover hoodie.<br />&bull; Soft, brushed interior. <br />&bull; Front hand pockets. <br />&bull; Machine wash/dry.</p>","Si lo que buscás es algo que combine con todo, que te haga lucir bien y te ofrezca comodidad para elegirla diariamente, te presentamos lo que buscas: Las Zapatillas adidas 8K",1,1,Taxable Goods,Not Visible Individually,70,,,,teton-pullover-hoodie-xs-black,,,,/m/h/mh02-black_main.jpg,,/m/h/mh02-black_main.jpg,,/m/h/mh02-black_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=XS,color=Black",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,"/m/h/mh02-black_alt1.jpg,/m/h/mh02-black_back.jpg","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange"
MH02-XS-Purple,,Default,simple,"Default Category/Men/Tops/Hoodies & Sweatshirts,Default Category/Destacado Home 1,Default Category/Destacado Home 2,Default Category/Destacado Home 3,Default Category/Destacado Home 4,Default Category/Destacado Home 5",base,Teton Pullover Hoodie-XS-Purple,"<p>This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.</p>
<p>&bull; Black pullover hoodie.<br />&bull; Soft, brushed interior. <br />&bull; Front hand pockets. <br />&bull; Machine wash/dry.</p>","Si lo que buscás es algo que combine con todo, que te haga lucir bien y te ofrezca comodidad para elegirla diariamente, te presentamos lo que buscas: Las Zapatillas adidas 8K",1,1,Taxable Goods,Not Visible Individually,70,,,,teton-pullover-hoodie-xs-purple,,,,/m/h/mh02-purple_main.jpg,,/m/h/mh02-purple_main.jpg,,/m/h/mh02-purple_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=XS,color=Purple",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,,"24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange"
MH02-XS-Red,,Default,simple,"Default Category/Men/Tops/Hoodies & Sweatshirts,Default Category/Destacado Home 1,Default Category/Destacado Home 2,Default Category/Destacado Home 3,Default Category/Destacado Home 4,Default Category/Destacado Home 5",base,Teton Pullover Hoodie-XS-Red,"<p>This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.</p>
<p>&bull; Black pullover hoodie.<br />&bull; Soft, brushed interior. <br />&bull; Front hand pockets. <br />&bull; Machine wash/dry.</p>","Si lo que buscás es algo que combine con todo, que te haga lucir bien y te ofrezca comodidad para elegirla diariamente, te presentamos lo que buscas: Las Zapatillas adidas 8K",1,1,Taxable Goods,Not Visible Individually,70,,,,teton-pullover-hoodie-xs-red,,,,/m/h/mh02-red_main.jpg,,/m/h/mh02-red_main.jpg,,/m/h/mh02-red_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=XS,color=Red",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,,"24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange"
MH02-S-Black,,Default,simple,"Default Category/Men/Tops/Hoodies & Sweatshirts,Default Category/Destacado Home 1,Default Category/Destacado Home 2,Default Category/Destacado Home 3,Default Category/Destacado Home 4,Default Category/Destacado Home 5",base,Teton Pullover Hoodie-S-Black,"<p>This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.</p>
<p>&bull; Black pullover hoodie.<br />&bull; Soft, brushed interior. <br />&bull; Front hand pockets. <br />&bull; Machine wash/dry.</p>","Si lo que buscás es algo que combine con todo, que te haga lucir bien y te ofrezca comodidad para elegirla diariamente, te presentamos lo que buscas: Las Zapatillas adidas 8K",1,1,Taxable Goods,Not Visible Individually,70,,,,teton-pullover-hoodie-s-black,,,,/m/h/mh02-black_main.jpg,,/m/h/mh02-black_main.jpg,,/m/h/mh02-black_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=S,color=Black",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,"/m/h/mh02-black_alt1.jpg,/m/h/mh02-black_back.jpg","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange"
MH02-S-Purple,,Default,simple,"Default Category/Men/Tops/Hoodies & Sweatshirts,Default Category/Destacado Home 1,Default Category/Destacado Home 2,Default Category/Destacado Home 3,Default Category/Destacado Home 4,Default Category/Destacado Home 5",base,Teton Pullover Hoodie-S-Purple,"<p>This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.</p>
<p>&bull; Black pullover hoodie.<br />&bull; Soft, brushed interior. <br />&bull; Front hand pockets. <br />&bull; Machine wash/dry.</p>","Si lo que buscás es algo que combine con todo, que te haga lucir bien y te ofrezca comodidad para elegirla diariamente, te presentamos lo que buscas: Las Zapatillas adidas 8K",1,1,Taxable Goods,Not Visible Individually,70,,,,teton-pullover-hoodie-s-purple,,,,/m/h/mh02-purple_main.jpg,,/m/h/mh02-purple_main.jpg,,/m/h/mh02-purple_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=S,color=Purple",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,,"24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange"
MH02-S-Red,,Default,simple,"Default Category/Men/Tops/Hoodies & Sweatshirts,Default Category/Destacado Home 1,Default Category/Destacado Home 2,Default Category/Destacado Home 3,Default Category/Destacado Home 4,Default Category/Destacado Home 5",base,Teton Pullover Hoodie-S-Red,"<p>This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.</p>
<p>&bull; Black pullover hoodie.<br />&bull; Soft, brushed interior. <br />&bull; Front hand pockets. <br />&bull; Machine wash/dry.</p>","Si lo que buscás es algo que combine con todo, que te haga lucir bien y te ofrezca comodidad para elegirla diariamente, te presentamos lo que buscas: Las Zapatillas adidas 8K",1,1,Taxable Goods,Not Visible Individually,70,,,,teton-pullover-hoodie-s-red,,,,/m/h/mh02-red_main.jpg,,/m/h/mh02-red_main.jpg,,/m/h/mh02-red_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=S,color=Red",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,,"24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange"
MH02-M-Black,,Default,simple,"Default Category/Men/Tops/Hoodies & Sweatshirts,Default Category/Destacado Home 1,Default Category/Destacado Home 2,Default Category/Destacado Home 3,Default Category/Destacado Home 4,Default Category/Destacado Home 5",base,Teton Pullover Hoodie-M-Black,"<p>This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.</p>
<p>&bull; Black pullover hoodie.<br />&bull; Soft, brushed interior. <br />&bull; Front hand pockets. <br />&bull; Machine wash/dry.</p>","Si lo que buscás es algo que combine con todo, que te haga lucir bien y te ofrezca comodidad para elegirla diariamente, te presentamos lo que buscas: Las Zapatillas adidas 8K",1,1,Taxable Goods,Not Visible Individually,70,,,,teton-pullover-hoodie-m-black,,,,/m/h/mh02-black_main.jpg,,/m/h/mh02-black_main.jpg,,/m/h/mh02-black_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=M,color=Black",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,"/m/h/mh02-black_alt1.jpg,/m/h/mh02-black_back.jpg","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange"
MH02-M-Purple,,Default,simple,"Default Category/Men/Tops/Hoodies & Sweatshirts,Default Category/Destacado Home 1,Default Category/Destacado Home 2,Default Category/Destacado Home 3,Default Category/Destacado Home 4,Default Category/Destacado Home 5",base,Teton Pullover Hoodie-M-Purple,"<p>This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.</p>
<p>&bull; Black pullover hoodie.<br />&bull; Soft, brushed interior. <br />&bull; Front hand pockets. <br />&bull; Machine wash/dry.</p>","Si lo que buscás es algo que combine con todo, que te haga lucir bien y te ofrezca comodidad para elegirla diariamente, te presentamos lo que buscas: Las Zapatillas adidas 8K",1,1,Taxable Goods,Not Visible Individually,70,,,,teton-pullover-hoodie-m-purple,,,,/m/h/mh02-purple_main.jpg,,/m/h/mh02-purple_main.jpg,,/m/h/mh02-purple_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=M,color=Purple",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,,"24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange"
MH02-M-Red,,Default,simple,"Default Category/Men/Tops/Hoodies & Sweatshirts,Default Category/Destacado Home 1,Default Category/Destacado Home 2,Default Category/Destacado Home 3,Default Category/Destacado Home 4,Default Category/Destacado Home 5",base,Teton Pullover Hoodie-M-Red,"<p>This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.</p>
<p>&bull; Black pullover hoodie.<br />&bull; Soft, brushed interior. <br />&bull; Front hand pockets. <br />&bull; Machine wash/dry.</p>","Si lo que buscás es algo que combine con todo, que te haga lucir bien y te ofrezca comodidad para elegirla diariamente, te presentamos lo que buscas: Las Zapatillas adidas 8K",1,1,Taxable Goods,Not Visible Individually,70,,,,teton-pullover-hoodie-m-red,,,,/m/h/mh02-red_main.jpg,,/m/h/mh02-red_main.jpg,,/m/h/mh02-red_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=M,color=Red",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,,"24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange"
MH02-L-Black,,Default,simple,"Default Category/Men/Tops/Hoodies & Sweatshirts,Default Category/Destacado Home 1,Default Category/Destacado Home 2,Default Category/Destacado Home 3,Default Category/Destacado Home 4,Default Category/Destacado Home 5",base,Teton Pullover Hoodie-L-Black,"<p>This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.</p>
<p>&bull; Black pullover hoodie.<br />&bull; Soft, brushed interior. <br />&bull; Front hand pockets. <br />&bull; Machine wash/dry.</p>","Si lo que buscás es algo que combine con todo, que te haga lucir bien y te ofrezca comodidad para elegirla diariamente, te presentamos lo que buscas: Las Zapatillas adidas 8K",1,1,Taxable Goods,Not Visible Individually,70,,,,teton-pullover-hoodie-l-black,,,,/m/h/mh02-black_main.jpg,,/m/h/mh02-black_main.jpg,,/m/h/mh02-black_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=L,color=Black",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,"/m/h/mh02-black_alt1.jpg,/m/h/mh02-black_back.jpg","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange"
MH02-L-Purple,,Default,simple,"Default Category/Men/Tops/Hoodies & Sweatshirts,Default Category/Destacado Home 1,Default Category/Destacado Home 2,Default Category/Destacado Home 3,Default Category/Destacado Home 4,Default Category/Destacado Home 5",base,Teton Pullover Hoodie-L-Purple,"<p>This Teton Pullover Hoodie gives you more than laid-back style. It's equipped with moisture-wicking fabric to keep light and dry inside, especially in chilly-weather workouts. An elasticized hem lets you move about freely.</p>
<p>&bull; Black pullover hoodie.<br />&bull; Soft, brushed interior. <br />&bull; Front hand pockets. <br />&bull; Machine wash/dry.</p>","Si lo que buscás es algo que combine con todo, que te haga lucir bien y te ofrezca comodidad para elegirla diariamente, te presentamos lo que buscas: Las Zapatillas adidas 8K",1,1,Taxable Goods,Not Visible Individually,70,,,,teton-pullover-hoodie-l-purple,,,,/m/h/mh02-purple_main.jpg,,/m/h/mh02-purple_main.jpg,,/m/h/mh02-purple_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=L,color=Purple",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,,"24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange","24-MB01,24-MB03,24-WB02,24-WG088,24-UG03,MH01-XS-Black,MH01-XS-Gray,MH01-XS-Orange"
